28395 28095 37929 79517 102277
1913000 0 0 0 0 2
70000 0 9 0 2 2
998 0 0 0 0 4
dwash 0 2 0 0 0
tend 1 2 7 1 1
ltcq 0 0 0 2 0
972 0 0 0 0 2
155000 0 2 0 0 2
ltmccl 0 0 0 0 2
794711 0 0 0 0 2
naturalit 0 0 0 2 0
78000 0 0 0 0 4
also 120 87 128 340 263
ltflbk 0 0 0 0 2
doubledigit 0 0 0 1 1
forward 5 3 15 4 8
default 1 0 1 2 11
663 1 0 1 0 2
pennock 0 0 2 0 0
ltjcp 0 0 0 1 2
endus 2 1 0 0 2
ltsociet 0 0 0 5 1
1725 2 1 0 0 1
slice 0 0 1 1 0
industrialist 0 0 0 2 0
antitrust 0 0 0 13 2
andor 0 4 0 2 1
118 2 0 1 2 23
7apr1987 1 1 2 0 0
startup 0 0 0 1 6
kansa 3 15 0 6 3
yanni 2 0 0 0 0
review 19 9 16 59 11
891 0 0 0 0 2
juan 2 0 0 2 2
debttoequ 0 0 0 1 2
766 1 0 1 0 3
ltdeb 0 0 0 0 2
bilater 1 1 2 1 0
centurion 0 0 0 2 0
alexandria 2 0 0 0 0
lthkehhk 0 0 0 0 2
walter 1 0 2 5 5
344 3 0 1 1 8
wildlif 3 0 0 0 0
ltccl 0 0 0 1 1
check 2 0 6 2 1
thasso 3 0 0 0 0
brought 10 8 11 7 7
741 0 0 0 0 3
ltskii 0 0 0 0 2
spun 0 0 0 3 1
artilleri 2 0 0 0 0
ltvdc 0 0 0 0 2
panel 1 7 4 5 1
oregon 0 2 0 10 2
gencorpltgi 0 0 0 2 0
ltrabt 0 0 0 2 0
811 0 0 0 1 1
constrain 1 1 0 0 1
pittd 0 0 0 1 1
warm 0 10 0 0 0
kick 0 0 1 1 0
commonwealth 0 0 0 8 5
bancgroup 0 0 0 2 1
collin 0 1 0 3 0
ail 2 0 0 1 0
fdic 0 0 0 1 3
imagin 1 0 0 0 1
138 5 3 3 12 33
2108 0 0 0 0 2
557 0 0 0 0 3
cochairman 0 0 2 0 0
sixnat 0 0 3 0 0
weapon 0 0 1 4 1
strongest 0 0 1 1 2
nonearn 0 0 0 0 2
unitel 0 0 0 2 0
abat 2 0 1 1 0
carrington 2 0 0 0 0
conrac 0 0 0 8 0
832 0 0 0 0 4
1051 0 0 0 0 2
placer 0 0 1 1 0
439000 0 0 0 0 2
285000 4 0 0 1 6
sorg 0 1 0 1 0
spoken 1 1 1 0 0
moratorium 1 0 2 0 7
842000 0 1 0 0 1
loanloss 0 0 0 0 2
1334 0 0 2 0 2
risk 4 4 27 14 17
1541000 0 0 0 0 6
1952000 0 0 0 0 2
atla 0 0 0 2 0
1551 1 0 0 0 3
id 0 3 3 0 0
ltbor 0 0 0 11 0
1500000 0 0 0 5 3
416 0 4 1 0 4
1017000 0 0 0 0 2
9659000 0 0 0 0 2
ltcpc 0 0 0 4 3
paid 4 24 6 53 89
breakwat 0 1 0 3 0
218000 0 1 0 0 4
ltrda 2 0 0 0 1
ltoat 0 0 0 2 1
1114 0 0 2 0 0
renew 7 3 16 4 1
confin 2 0 1 0 2
unseat 0 0 0 2 0
2725 0 0 0 1 2
34429 0 0 0 0 2
stripper 2 0 0 0 0
1087 1 0 0 0 1
beyond 2 0 3 10 9
bank 29 4 361 219 136
lubric 3 0 0 2 1
consortium 5 0 1 12 3
webcor 0 0 0 0 2
ltdnlaf 1 0 0 0 1
ltcraa 0 0 0 0 2
ltluk 0 0 0 1 1
689 0 0 2 0 1
3482 0 0 0 0 2
annual 31 29 18 82 139
tube 0 0 0 2 1
volcker 0 0 13 0 0
ltcanada 1 0 0 0 3
indemn 0 0 0 1 1
33 11 2 4 31 77
2226 2 0 0 0 0
ltkokusai 0 0 0 6 0
coconut 0 0 0 5 0
ltmm 0 0 0 3 2
285p 0 0 0 0 2
subcontract 0 0 0 1 1
friction 0 0 3 3 0
301000 0 0 0 0 5
occupi 3 1 0 0 0
ltmtx 0 0 0 1 1
thoma 1 1 3 9 2
ltvogt 0 0 0 1 1
jersey 1 1 0 16 4
266 0 1 1 1 9
2119 0 0 0 0 2
2412 1 0 0 0 1
developp 0 0 0 1 1
impos 9 10 6 2 1
curv 1 0 1 0 0
796 0 0 0 1 1
163 3 4 0 3 15
natali 0 0 0 2 0
louart 0 0 0 2 0
courag 0 0 1 1 0
1704 0 0 0 1 1
knightridd 0 0 0 1 1
bankruptci 4 0 0 11 12
773 1 2 0 0 4
peavey 0 5 0 0 0
read 0 0 4 4 1
mge 0 3 0 0 0
364p 0 0 0 2 0
750 4 3 12 5 5
2002 0 0 0 2 2
8212 0 0 0 0 2
benson 0 0 2 3 2
geolog 4 0 0 2 0
4879000 0 0 0 0 2
1653386 0 0 0 0 2
601 0 0 0 0 4
ankara 5 0 0 0 0
809 0 0 0 0 2
give 15 21 34 99 42
cleanup 0 0 0 1 3
ltbko 1 0 0 9 0
immens 0 0 0 2 0
1141000 0 0 0 0 2
2180608 0 0 0 3 0
routin 3 0 1 2 2
delic 0 0 2 0 2
transform 0 0 2 0 3
ltuncf 0 0 0 0 2
50100 0 2 0 0 0
107000 0 1 0 0 1
mmete 0 0 1 0 1
chernobyl 0 3 1 0 1
bellsouth 0 0 0 1 2
bulletin 3 2 3 0 0
1719 0 0 0 0 2
838 2 0 1 0 2
beat 1 0 0 2 1
pinpoint 0 1 1 0 0
lima 0 1 0 1 0
1403 0 0 0 0 2
glass 0 0 0 5 3
gafta 0 2 0 0 0
pakistan 0 3 0 0 0
michael 2 3 3 15 12
pure 3 1 1 2 1
judg 0 1 1 5 0
deerfield 0 0 0 1 1
113000 0 0 0 0 2
leaseback 1 0 0 2 0
want 29 22 45 53 13
1717 0 0 0 0 3
1311000 0 0 0 0 2
198284 1 1 0 0 0
2516000 0 0 0 0 3
triangl 0 1 1 2 3
conveni 0 1 0 4 3
ltivac 0 0 0 0 2
2614224 0 0 0 0 3
323 1 1 0 0 10
eri 0 1 0 0 1
1251000 0 0 0 0 2
balli 0 0 0 3 1
nj 0 0 0 19 4
696 0 0 0 0 4
krupp 0 0 0 1 1
bale 0 3 0 0 0
jewelri 0 0 0 1 1
7274000 0 0 0 0 2
nuclear 1 1 1 6 15
meet 55 39 83 115 97
aurora 0 0 0 2 0
cost 35 33 14 44 173
pace 3 1 3 4 7
76888 0 0 0 0 2
hf 0 1 0 0 1
14580 0 0 2 0 0
zoet 0 0 1 1 1
kaneb 0 0 0 0 4
990 0 0 0 0 3
stafford 0 0 0 0 2
diplomat 5 3 3 2 1
2781 0 0 0 0 2
starch 0 3 0 3 0
luckey 0 0 0 1 1
tie 2 2 8 13 5
policymak 1 0 6 1 0
handl 1 10 0 9 2
91316 0 0 22 0 0
ltaha 0 0 0 1 1
undesir 0 0 2 0 0
ericsson 0 0 0 4 0
reexport 0 2 1 0 0
pipe 1 0 0 0 4
champion 0 0 0 5 1
408 1 0 0 4 7
cacex 0 0 2 0 0
219000 0 0 0 0 2
fever 0 0 1 1 0
pilot 1 5 0 4 0
ltdgic 0 0 0 0 2
involv 6 11 15 59 19
275 6 0 0 10 10
unclear 0 2 2 3 0
1221 2 1 0 0 0
univers 3 0 2 14 5
margin 5 8 10 5 39
152600 0 3 0 0 0
lord 3 0 2 0 3
viabl 0 0 0 2 1
towl 0 0 0 0 2
mayfair 0 0 0 0 2
6557000 0 0 0 0 2
nsw 0 2 0 0 0
star 0 0 0 10 1
subsidiari 20 2 2 245 96
site 7 0 0 6 3
57 0 6 1 10 52
broadbas 1 0 1 1 0
measurex 0 0 0 1 1
prerequisit 0 0 1 1 0
grain 0 199 0 4 2
opecl 2 0 0 0 0
volatil 4 0 7 0 5
decisionmak 0 0 2 0 0
red 1 11 1 1 7
1713 0 0 1 0 1
2239 0 0 0 0 2
toledo 0 4 0 3 0
host 0 2 2 0 3
glami 0 0 0 0 2
52 4 1 2 27 55
rafael 2 0 0 0 1
ltfbt 0 0 0 0 4
4p 0 0 0 1 2
communiqu 4 0 2 0 1
long 15 22 38 41 29
629 0 0 1 0 4
ben 0 0 0 0 2
dlrpershar 0 0 0 3 0
30625 0 0 0 2 0
ali 7 0 0 0 0
ltnwp 0 0 0 2 1
117 3 0 1 6 31
82p 0 0 0 0 2
discoveri 9 0 0 4 3
unexpect 1 1 3 0 3
finanziaria 0 0 0 2 0
uncondit 0 0 2 1 1
ramon 0 0 0 5 1
542 0 0 1 0 3
111 1 4 2 6 32
1956 0 0 1 1 0
998000 0 0 0 0 2
bauxit 0 0 0 0 4
ltfwe 0 0 0 2 0
revlon 0 0 0 6 2
compris 1 10 25 12 9
parker 0 0 1 1 2
519 0 0 1 0 3
lucki 1 1 0 3 4
surpris 2 1 11 12 3
reflect 16 10 33 13 137
highyield 0 3 2 0 2
slip 7 1 13 3 5
didnt 0 4 0 5 2
hardart 0 0 0 1 1
quito 5 0 0 0 0
escort 14 0 0 0 0
788000 0 0 0 0 2
7800 0 0 0 1 1
suspect 1 0 1 3 0
brokerag 1 0 0 26 8
smelter 0 0 0 1 3
tourism 0 0 1 0 1
nederland 0 0 1 4 2
385 0 6 0 2 17
consumm 0 1 0 12 0
whollyown 0 0 0 24 5
684 0 0 0 0 2
944 0 0 0 0 7
1083 0 0 0 1 4
mania 0 0 0 4 0
semi 0 0 0 0 3
quantiti 3 10 1 0 2
rock 1 1 0 2 0
captiv 2 0 0 2 0
properit 0 0 0 1 1
analyz 0 0 0 4 1
184 0 1 0 0 17
12 24 18 20 69 279
381000 0 0 0 2 2
front 3 1 4 0 0
212 1 0 0 3 17
1889 1 0 0 0 1
andean 2 0 0 0 0
oustand 0 0 0 3 1
ltalli 0 0 0 3 0
642000 0 0 0 0 2
6577000 0 0 0 0 3
ltmem 0 0 0 0 2
ltlnc 0 0 0 0 2
pipemak 0 0 0 2 0
shut 11 0 0 0 1
ruptur 2 0 0 0 0
coven 0 0 0 1 6
3722000 0 0 0 0 2
context 2 3 2 1 0
hawk 3 0 0 1 0
arturo 8 0 0 0 0
drop 42 22 45 17 43
746 0 0 1 0 1
yu 0 0 2 0 0
volcano 2 0 0 0 0
layday 0 2 0 0 0
midapril 4 2 1 2 0
lthmi 0 0 0 0 3
ltp 2 0 0 0 0
ltpgulf 0 0 0 0 2
tropic 0 1 0 0 2
935 0 0 0 2 2
mid1988 1 0 3 1 0
428 2 0 0 0 1
illumin 0 0 1 0 2
ltbanqu 0 0 0 3 0
392000 0 0 0 0 2
analyt 0 0 0 2 3
replenish 2 0 0 0 0
rpt 0 0 0 0 2
339000 0 0 0 0 3
ceil 23 2 10 3 1
lthong 0 0 0 1 2
neoax 0 0 0 3 1
reshuffl 1 0 2 0 0
streamlin 1 0 0 0 2
ltmnd 1 0 0 0 1
2594 0 0 0 0 3
cannon 0 0 0 2 2
knowhow 0 0 0 0 2
1985 30 40 39 41 368
2460 0 0 0 8 0
hunan 0 3 0 0 0
shortfal 5 1 13 0 2
548 0 0 0 0 4
reiter 8 0 3 7 5
398 1 0 0 3 6
lowpow 0 0 0 1 1
skill 0 0 1 1 1
ltc 1 0 0 19 5
infrastructur 1 1 0 0 1
bear 0 3 5 10 11
1420 0 0 0 1 3
5716 0 0 2 0 0
1320 2 0 0 0 3
omb 0 2 0 0 0
cake 0 2 0 1 0
er 0 1 0 1 0
obscur 0 0 2 0 0
1135 0 0 0 0 2
siphon 0 1 0 1 0
norddeutsch 0 0 0 2 0
106885 0 0 0 0 2
sinc 43 49 84 71 56
1460 1 0 0 0 2
arabia 28 6 7 0 1
uehara 0 0 2 0 0
bryson 0 0 0 2 0
proof 0 1 3 0 1
abdul 1 0 0 0 1
fda 0 0 0 3 0
156000 0 0 0 1 2
1378 0 0 0 0 3
19 12 14 9 30 131
poland 0 6 0 0 0
presplit 0 0 0 1 22
introduc 4 15 7 7 10
pattern 3 2 6 0 3
lthunter 0 0 0 2 0
invacar 0 0 0 0 2
wolf 0 0 0 0 2
meadow 0 0 0 0 2
manoeuvr 0 1 1 0 0
ltsaudi 0 0 1 0 1
anonym 0 0 1 6 0
return 23 13 19 19 57
1452030 0 0 2 0 0
tradit 8 3 12 4 10
economist 6 5 51 1 1
still 26 40 58 57 30
robbin 0 2 0 1 2
discriminatori 1 0 0 1 0
forese 5 0 3 3 10
ltprd 0 0 0 1 1
ltmoto 0 0 0 0 2
editori 1 1 0 1 0
acid 1 0 0 3 1
hamper 0 1 5 3 2
3435 0 1 0 0 1
828 0 0 0 1 1
render 0 0 0 5 0
inkind 0 4 0 0 0
5100 0 0 0 2 0
theyll 2 3 0 2 0
flank 4 0 0 0 0
scale 7 5 3 9 4
ltwarburg 0 0 0 2 0
entr 0 4 0 0 0
ltcmb 0 0 0 2 0
lttemco 0 0 0 1 1
middl 14 5 4 6 10
randal 0 0 0 1 1
creativ 0 0 0 1 2
124000 0 0 0 0 3
yalim 2 0 0 0 0
55p 0 0 0 0 2
eros 0 1 2 0 2
ann 0 0 3 0 1
carrier 4 3 0 9 4
retract 0 0 0 3 1
1649 2 0 0 0 0
ltgte 0 0 0 1 2
vital 3 3 0 4 1
modestli 0 0 0 0 3
7800078390 0 0 2 0 0
sprint 0 0 0 0 2
ike 2 0 0 1 0
358 0 4 0 0 8
hardship 3 1 1 1 0
723 0 0 0 2 5
zennoh 0 2 0 0 0
root 0 2 1 0 0
1517 0 0 1 0 1
adam 1 0 0 3 3
hong 0 4 4 17 13
personnel 1 1 0 3 8
democraci 0 0 2 1 0
lowercost 0 0 1 0 1
ltcbl 0 0 0 2 1
pep 0 0 0 0 3
bring 24 12 37 21 12
plant 12 51 0 39 39
leather 0 0 0 2 0
271000 0 0 0 0 4
bell 0 1 0 8 6
catalog 0 1 0 1 2
riski 1 0 3 1 1
620 0 1 3 2 5
173000 1 0 0 1 3
iomega 0 0 0 0 2
fw 0 0 0 1 4
comsat 0 0 0 2 0
vernel 0 0 0 2 0
border 2 3 1 0 2
ltuk 0 0 0 1 1
insist 3 1 2 1 1
arent 1 1 0 0 0
inflow 0 0 11 0 0
govett 0 0 2 1 2
endang 1 1 2 0 0
204 0 3 1 2 13
devic 1 0 0 10 7
relev 0 1 1 2 0
print 0 0 0 10 3
weather 6 29 3 0 5
bull 0 0 1 2 4
shanxi 0 2 0 0 0
donut 0 0 0 0 2
outofst 0 0 0 1 1
editor 1 0 0 3 0
ltldbc 0 0 0 1 1
martin 0 0 2 18 6
arm 3 4 2 11 5
ltvebgf 0 0 0 3 1
297000 0 0 0 0 3
215 3 2 1 3 17
contractor 3 0 0 5 2
mo 0 1 0 1 2
bojangl 0 0 0 1 1
denmark 0 1 0 1 0
dreyfu 0 2 0 0 0
miss 2 0 2 4 2
guangdong 0 5 1 0 0
nugget 0 0 0 2 1
close 37 22 71 175 77
185000 1 0 0 0 4
sign 23 15 27 120 11
eia 11 0 0 0 0
shv 0 0 0 3 0
895000 0 0 0 0 2
2527 0 0 0 1 1
ltavfc 0 0 0 0 2
forestal 1 1 0 0 0
lthipt 0 0 0 1 1
apirl 0 1 0 0 1
teran 2 0 0 0 0
destabil 0 0 3 0 0
455 0 0 0 1 8
reliev 3 2 4 0 1
ohiobas 0 0 0 5 1
michigan 1 1 0 10 8
surplu 8 14 46 3 17
alliedlyon 0 0 0 1 2
cope 0 0 4 0 3
ltuil 0 0 0 0 2
4090000 0 0 0 0 2
honeymoon 0 0 0 2 0
ore 1 0 0 12 1
undermin 0 1 12 2 0
siemen 0 0 0 11 1
expenditur 12 4 4 0 17
1485 0 0 0 0 3
carbid 0 0 0 4 2
stearn 0 0 1 6 1
sanction 1 1 1 1 1
2874930 0 0 0 0 2
transport 17 15 1 48 15
creditworthi 0 0 2 0 0
ltabz 0 0 0 0 2
1961 0 0 0 1 1
classifi 0 0 0 1 4
rice 0 42 2 0 0
boycott 2 0 7 0 0
ltsmbsst 0 0 0 2 1
ceradyn 0 0 0 0 2
haltenbanken 2 0 0 0 0
9094 0 0 0 0 2
amid 0 3 6 2 0
lttie 0 0 0 0 2
409 1 0 1 1 8
ltunicorp 0 0 0 2 0
shower 0 4 0 0 0
clash 3 0 0 0 0
ltjardin 0 0 0 0 2
exovir 0 0 0 2 0
condemn 0 1 0 0 1
1090 0 0 0 0 2
surfac 1 2 0 6 0
resumpt 0 1 2 0 1
oildepend 2 0 0 0 0
liradollar 0 0 5 0 0
sluggish 0 2 7 0 2
bois 0 0 0 2 0
ratifi 0 1 0 1 0
ltqpon 0 0 0 0 2
ltcfmi 0 0 0 1 1
2045 0 0 0 0 2
milk 0 3 0 0 1
mere 0 0 2 1 3
truste 1 0 0 6 5
arbitr 0 0 0 5 2
507000 0 0 0 0 4
averag 42 29 47 23 34
denwa 0 0 0 8 0
3rd 0 0 0 0 165
lesser 1 0 3 3 1
unexplor 2 0 0 0 0
greec 11 7 0 0 0
rout 1 4 1 6 3
saatchi 0 0 0 2 0
643 0 1 0 0 3
1788000 0 0 0 0 2
lttsi 0 0 0 0 2
pierc 0 0 2 1 0
retreat 2 1 2 1 0
retent 0 0 1 1 2
104129 0 0 0 0 2
overli 1 0 2 3 1
stifl 0 0 2 0 0
396 1 1 0 0 1
41000 0 1 0 0 5
391 0 4 0 1 6
endors 2 3 6 0 0
excis 3 4 0 0 0
request 9 17 9 41 2
reestablish 1 0 1 0 0
1960 0 1 0 0 1
argu 2 7 8 6 1
carniv 0 0 3 0 0
2627612 0 0 0 0 2
reinforc 1 2 7 1 1
32 12 8 5 13 70
continu 45 39 58 129 137
126 0 3 0 8 30
crown 4 0 2 13 16
eurodollar 1 0 3 0 0
ltcidn 0 0 0 1 1
adr 0 0 0 0 2
2001000 0 0 0 0 3
note1987 0 0 0 0 5
submit 3 7 2 16 7
seaway 0 1 0 1 1
313 0 0 0 1 6
91000 0 0 0 0 4
292 0 1 0 0 11
termin 12 9 0 57 19
opprobrium 0 0 0 2 0
former 1 2 12 46 12
coradian 0 0 0 0 2
flexivan 0 0 0 2 2
1235000 0 0 0 0 2
finland 0 0 3 1 1
next 34 45 49 49 46
bristol 0 0 0 1 1
2408000 0 0 0 0 2
spring 8 24 1 4 2
ltgaf 0 0 0 3 1
8723 0 0 0 0 2
digest 0 0 0 2 0
count 6 0 2 3 0
devast 1 2 1 0 1
ltmrc 0 0 0 1 4
bake 0 0 0 2 2
nonregul 0 0 0 1 2
15377 0 0 2 0 0
european 12 46 43 28 13
indic 18 22 34 33 14
lthoc 0 0 0 0 2
electromed 0 0 0 0 3
168 2 3 3 4 15
enjoy 2 0 4 1 1
drink 0 2 0 6 1
shrewd 0 0 1 2 0
ltbritish 0 0 0 4 5
250000 3 4 1 4 7
electr 4 2 2 25 30
ltcanbra 0 0 0 0 2
moreov 0 0 5 1 1
theater 0 0 0 5 0
koba 0 0 0 2 0
pubco 0 0 0 0 2
furman 0 0 0 0 2
ltlpp 1 0 0 0 1
unidentifi 1 0 0 5 1
604 0 0 0 1 5
utilicorp 0 0 0 2 3
ultramar 0 0 0 2 3
prospect 19 18 20 17 21
leed 0 0 0 3 0
embroil 0 0 0 2 0
autumn 2 3 4 0 1
ltwavehil 0 0 0 2 0
statut 0 0 0 4 0
chat 0 0 1 1 0
sumitomo 0 0 1 5 2
ceas 1 0 3 2 2
ltcii 0 0 0 0 2
banker 5 0 52 23 8
1909 0 0 0 0 2
81 1 1 2 6 31
mccormick 0 0 2 0 3
sao 2 1 0 0 0
ltcbmn 0 0 0 0 2
1663 1 0 0 0 2
labatt 0 0 0 0 3
arnold 1 0 0 1 0
ventur 12 0 3 57 23
bought 6 21 56 128 15
magnitud 1 0 0 1 3
ltmdt 0 0 0 0 3
ltksu 0 0 0 2 0
2204 0 0 0 0 2
56000 0 4 0 0 2
eridania 0 0 0 2 0
managementltwmx 0 0 0 3 0
novel 0 0 0 0 3
captial 0 0 0 0 2
1211000 0 0 0 0 2
trim 0 2 2 4 2
849000 0 0 0 0 3
turnov 0 0 1 24 101
537 0 0 2 0 4
leo 0 0 3 0 1
couldnt 0 0 0 2 0
multipl 1 0 1 4 3
oilpatch 3 0 0 0 1
partial 5 5 1 10 15
vicepremi 0 1 1 0 0
1236000 0 0 0 0 2
4756 0 0 0 1 1
ltatfc 0 0 0 1 1
568000 0 0 0 0 2
domtar 0 0 0 0 2
unreal 0 0 0 0 3
borman 0 0 0 1 2
farm 2 68 0 7 3
perspect 0 0 2 1 0
ltmutual 0 0 0 1 1
ltequa 0 0 0 0 2
imped 0 2 0 1 0
london 12 5 16 21 12
boe 0 0 0 2 3
330000 0 0 0 1 3
short 8 9 20 14 11
ltgnt 0 0 0 0 2
490000 0 0 0 0 5
ltah 0 0 0 2 0
2275000 0 0 0 0 2
5409 0 0 0 0 2
1158000 0 0 0 0 2
secret 0 0 5 4 0
exclus 3 0 1 12 4
20mar1987 0 0 0 0 2
quevedo 2 0 0 0 0
ball 1 0 0 2 0
ja 0 0 0 1 1
bend 0 0 0 1 1
24 21 14 6 35 144
necess 0 1 2 2 1
1471257 0 0 0 0 2
wam 2 0 0 0 0
7700000 0 0 0 0 2
readi 8 4 6 8 2
ltupco 0 0 0 1 1
44913 2 0 0 0 0
zorinski 0 3 0 0 0
ltd 24 2 9 250 263
ltall 0 0 0 1 3
core 1 0 3 12 11
janney 0 0 0 2 0
ltmason 0 0 0 2 0
339 1 0 0 0 7
specifi 0 2 5 14 2
weve 8 6 3 3 3
nestl 0 0 0 2 3
961 0 0 0 0 3
544 0 0 0 0 2
opt 1 0 2 1 0
1116 0 0 1 2 1
maekawa 0 0 2 0 0
mainten 3 1 0 9 4
ultrasystem 0 0 0 0 2
postwar 0 0 3 0 0
yamani 2 0 0 0 0
906 1 0 0 0 5
clearwat 0 0 0 2 0
customarili 0 0 0 0 2
exploit 5 0 0 1 3
dean 1 2 1 2 4
4327p 0 0 0 2 0
41 7 8 3 7 50
warner 0 0 0 7 0
suffici 2 2 5 10 7
cotton 0 22 0 3 0
clothestim 0 0 0 0 2
intern 40 25 82 206 138
el 1 2 0 2 0
upward 2 7 17 1 3
provinci 0 1 0 2 1
6747442 0 0 0 0 3
10516 0 0 7 0 0
europ 14 6 16 15 16
lifo 0 0 0 0 9
reclaim 2 0 0 2 0
foodservic 0 0 0 3 1
dw 0 3 0 0 0
servotron 0 0 0 0 2
1804 0 0 1 0 2
450 2 7 9 10 11
1145 0 0 1 0 1
ltvtx 0 0 0 1 1
728 0 0 1 0 1
ltjnsv 0 0 0 2 0
spoke 4 0 4 1 1
7492000 0 0 0 0 3
davenport 0 2 0 0 0
caucasu 0 2 0 0 0
273 0 1 1 0 13
rudi 0 4 0 0 0
ltcyl 0 0 0 24 0
ltazpimi 0 0 0 0 2
remain 40 30 69 94 72
374000 0 0 0 0 2
quarter 25 6 21 43 413
payment 18 46 32 49 76
ltbli 0 0 0 2 1
621 1 0 0 1 4
dp 0 1 0 0 1
nevertheless 0 0 3 1 2
overdu 0 0 0 1 3
ltdwg 0 0 0 2 1
degre 4 12 2 3 2
ltstb 0 0 0 1 2
pegasu 0 0 0 0 3
ingal 0 0 0 2 0
zealand 0 4 2 12 4
ditalia 0 0 0 2 1
rhine 0 0 0 0 2
1104000 0 0 0 0 2
disallow 0 0 0 0 2
bolt 0 1 0 1 0
food 3 25 3 38 45
lttnd 0 0 0 0 2
pb 0 0 0 2 0
6000000 0 0 0 0 2
disciplin 5 0 1 1 0
469000 0 0 0 0 4
1028000 0 0 0 0 2
1544000 0 0 0 0 3
exwest 0 0 2 0 0
busi 13 13 33 210 144
unoffici 0 2 2 1 0
9250 0 0 0 15 0
maya 2 0 0 0 0
vienot 0 0 0 1 1
ukrain 0 4 0 0 0
narrowli 0 0 2 0 0
nyse 0 0 0 3 1
sevenyear 1 0 2 3 0
703 0 0 0 0 2
ltcil 0 0 0 1 2
2950 0 0 3 0 0
517538 0 0 0 0 2
4942 0 0 0 0 2
golden 1 0 2 9 2
tex 0 1 0 1 0
3780543 0 0 0 0 2
avenu 0 0 0 1 1
369000 0 0 0 0 4
tim 0 1 0 0 1
imfworld 0 0 4 0 0
societa 0 0 0 2 0
481832 0 0 0 0 2
1350 0 0 0 2 2
suspend 22 2 10 6 13
recogn 0 3 2 4 5
1064000 0 0 0 0 2
ltsymb 0 0 0 4 0
allcash 0 0 0 3 0
chop 0 1 1 0 0
vulcan 0 0 0 3 0
frost 0 6 0 2 2
guido 0 0 0 1 1
might 20 29 33 68 17
pill 0 0 0 11 0
desta 0 0 2 0 0
economi 20 4 68 7 19
verifi 3 1 1 0 0
goodyear 1 0 0 4 1
fo 2 0 0 0 1
ltriyad 0 0 1 0 1
electroopt 0 0 0 0 2
787 1 0 0 0 2
hampshir 0 0 0 3 2
7752800 0 0 0 0 2
campaign 1 9 0 2 2
counsel 0 0 0 8 2
297 1 0 3 0 3
39 5 0 2 4 57
staunch 0 0 3 0 0
mould 0 0 0 2 0
7508000 0 0 0 0 2
oilwel 0 0 0 2 0
437 0 0 2 0 6
resili 0 0 2 0 0
petrocanada 4 0 0 1 0
3801 0 0 0 0 2
abex 0 0 0 2 0
ltatcma 0 0 0 1 1
stockhold 1 0 0 26 24
461 0 0 1 1 3
spotlight 1 2 3 1 0
fix 17 6 37 7 11
1930000 0 0 0 0 2
ltyfe 0 0 0 0 2
ina 4 0 0 0 0
2228000 0 0 0 0 2
later 17 26 18 61 21
metpro 0 0 0 0 2
2408766 0 0 0 0 2
ltcfix 0 0 0 0 2
ltbankhau 0 0 0 2 0
put 18 30 34 35 18
crop 0 106 0 0 0
1700 7 0 1 3 2
two 77 90 114 231 326
97 3 2 1 9 27
oneoff 0 0 0 0 2
425000 0 0 0 1 3
pressuris 0 0 0 2 0
schwab 0 0 0 1 1
stiff 4 0 0 0 3
refil 0 0 0 4 0
insur 5 2 7 53 72
minori 0 0 0 3 0
fallen 7 1 10 0 4
ltbcv 0 0 0 2 0
lab 0 0 0 2 6
natl 0 1 0 4 0
hongkong 0 0 0 4 10
abroad 3 1 10 3 6
2649500 0 0 0 2 0
shekel 0 0 0 0 2
greek 6 1 0 0 0
ltscott 0 0 0 2 1
ingredi 0 0 0 2 0
novar 0 0 0 0 2
chung 0 0 2 0 0
regist 4 7 1 8 19
abort 0 0 0 2 1
ctsshr 0 0 0 0 13
mitig 2 0 0 0 0
continent 10 9 2 12 17
1155000 0 0 0 0 2
fire 6 4 0 6 5
oppon 0 1 1 0 1
forex 0 0 4 0 0
1788 0 0 0 0 2
compact 1 0 0 2 2
salzgitt 0 0 0 2 0
water 18 10 0 6 4
ltivcr 0 0 0 0 2
rothschild 1 0 0 8 1
canterra 2 0 0 0 0
stora 0 0 0 3 0
rollback 0 1 0 0 1
stern 1 0 0 2 1
ltswpchk 0 0 0 0 3
secur 21 3 77 278 95
ltinvest 0 0 0 2 0
9245247 0 0 0 0 2
irv 0 0 2 3 0
1030 0 1 0 1 1
rouen 0 3 0 0 0
mediterranean 5 0 0 0 0
base 28 26 36 106 64
ltstn 0 0 0 0 2
ounc 0 0 1 10 2
daiichi 0 0 2 0 0
leas 10 1 0 20 20
unwilling 1 1 0 0 1
ltgwf 0 0 0 4 0
israel 0 5 1 1 1
parisbas 0 1 0 2 0
unreservedli 0 0 2 0 0
victor 0 0 0 3 1
york 15 3 32 96 27
rainbow 0 0 0 6 0
household 0 1 3 2 2
1506000 0 0 0 1 1
sumita 0 0 25 0 0
4534 0 0 0 0 2
2575 0 0 0 0 3
bergsten 0 0 2 0 0
towbin 0 0 0 2 1
onw 0 0 0 2 0
258125 0 0 0 0 2
seat 0 0 0 12 2
hillsdown 0 0 0 1 2
channel 1 0 0 7 5
50745 0 0 0 0 2
ltbanco 0 0 0 4 0
amr 0 0 0 2 2
weight 1 3 8 1 2
ltcommonwealth 0 0 0 0 2
bruxel 0 0 0 1 2
sore 1 0 1 0 0
133 0 4 0 5 28
biotech 0 0 0 1 1
353 0 1 0 1 5
