359 428 535 1617 2848
34102 1 0 0 0 0
vancouv 0 0 0 2 3
bj 0 0 0 1 1
printinglamin 0 0 0 0 1
ingemar 0 0 0 2 0
bore 1 0 0 0 0
ya 0 1 0 0 0
sport 0 0 0 4 7
7826000 0 0 0 0 1
trafalgar 1 0 0 1 0
prevar 0 0 2 0 0
giggletre 0 0 0 0 1
ltmi 0 0 0 0 1
curacao 0 0 0 1 0
2748280 0 0 0 0 1
tuskaloosa 0 0 0 1 0
gluten 0 2 0 0 0
chubb 0 0 0 2 2
286870 0 0 0 0 1
seec 0 0 0 1 0
predatori 1 0 0 1 0
milford 0 0 0 0 1
media 2 2 0 7 8
mana 1 0 0 0 0
8809000 0 0 0 0 1
oklahomabas 0 0 0 1 0
588000 0 1 0 0 2
7227000 0 0 0 0 1
network 1 1 3 34 14
1380 0 0 0 0 1
200000 6 14 1 9 5
lttnz 0 0 0 0 1
afterward 0 0 1 1 1
182900 0 0 0 0 1
shortcov 1 0 2 0 0
ltrtn 0 0 0 0 1
248p 0 0 0 0 3
2895 0 1 0 0 0
456900 0 0 0 1 0
arctic 3 0 0 1 0
ltitsut 0 0 0 6 0
5378000 0 0 0 0 1
volusia 0 0 0 1 0
ltdur 0 0 0 0 1
wikeley 0 0 0 1 0
18231 0 0 1 0 0
resourcebas 0 1 0 0 0
ltpza 0 0 0 1 1
harman 0 0 0 0 1
3065000 0 0 0 0 1
9532 0 0 0 0 1
new 77 69 102 279 184
1355000 0 0 0 0 1
80640 0 0 0 0 1
cafe 0 0 0 1 0
duth 0 0 1 0 0
pin 0 1 0 0 0
1950 0 0 0 2 1
agronom 0 0 0 0 1
ltmot 0 0 0 1 0
higherproduc 0 1 0 0 0
6700 0 1 0 1 0
repreent 0 0 1 0 0
intermed 0 0 0 2 2
dunkin 0 0 0 0 1
ltmco 0 0 0 1 1
6177666 0 0 0 0 2
montari 0 0 1 0 0
rykoffsexton 0 0 0 0 1
5098 0 0 0 0 1
dollarsshar 0 0 0 1 0
13036 1 0 0 0 0
dissolut 0 1 0 0 1
equinox 0 0 0 1 0
to160 0 0 0 0 1
hit 22 13 21 4 20
446000 0 0 0 0 1
ltrenaiss 0 0 0 0 1
idsal 0 0 0 1 0
protocomdevic 0 0 0 0 1
328000 0 0 0 0 3
reshap 1 0 0 2 1
1712000 0 0 0 0 2
municip 0 0 0 2 3
argo 0 0 0 0 2
waynesboro 0 0 0 0 1
418500 0 0 0 0 1
firstcorp 0 0 0 0 2
nekoosa 0 0 0 0 1
gerri 0 0 0 1 0
2157895 0 0 0 0 1
dep 0 0 0 0 1
portfolio 0 0 6 9 15
10771260 0 0 0 0 1
skate 0 0 0 1 0
ltbiccl 0 0 0 0 1
ltcben 0 0 0 1 0
valv 0 0 0 2 0
ltmmct 0 0 0 0 3
guenther 0 0 0 0 1
session 7 3 43 1 3
ltmshr 0 0 0 0 1
jamesway 0 0 0 0 3
histori 2 2 0 4 7
0020 1 0 0 0 0
freight 0 13 1 12 3
7001000 0 0 0 0 1
macomb 0 0 0 1 0
96p 0 0 0 0 1
montagu 0 0 1 1 0
uhler 0 0 0 1 0
539 0 0 1 0 1
neither 2 4 0 6 1
ltshsb 0 0 0 0 1
moritorium 0 0 0 0 1
4383825 0 0 0 0 1
3307000 0 0 0 0 1
115500 0 1 0 0 0
9329 0 0 0 0 1
4686000 0 0 0 0 1
104000 0 2 0 0 2
9600000 0 0 0 0 1
californiabas 0 0 0 5 0
untru 0 0 0 2 0
fireston 0 0 0 1 0
8006000 0 0 0 0 1
725023 0 1 0 0 0
sartaj 0 1 0 0 0
credenc 0 0 0 1 0
705799 0 0 0 0 1
1487 0 0 0 0 1
ltbfdb 0 0 0 0 2
3540 0 0 1 0 1
shambl 1 0 0 0 0
6841638 0 0 0 0 1
shipbrok 1 0 0 0 0
3320206 0 0 0 0 1
ltimsi 0 0 0 0 1
3686000 0 0 0 0 4
stride 1 0 0 0 0
2921173 0 0 0 0 1
push 6 9 38 9 2
widdrington 0 0 0 0 1
garland 0 0 0 1 0
48pct 0 0 0 0 1
ltacs 0 0 0 0 1
rhode 0 0 0 6 1
lteed 0 0 0 0 2
storag 13 17 0 6 2
kazakhstan 0 1 0 0 0
talksset 0 0 0 1 0
jucker 0 0 0 0 2
3339000 0 0 0 0 1
1958 1 0 0 0 1
118208 0 0 0 0 1
3098000 0 0 0 0 1
lticgsl 0 0 0 2 0
salutari 0 0 1 0 0
13d 0 0 0 5 0
49517000 0 0 0 0 1
1391000 0 0 0 0 1
487 0 2 0 2 8
980506 0 0 1 0 0
2673000 0 0 0 0 1
3096000 0 0 0 0 2
2500 1 1 0 0 3
131 1 2 1 3 29
1567 0 0 0 0 2
steamship 0 0 0 2 2
ltwco 0 0 0 0 1
19175931 0 0 0 0 1
gape 1 0 1 0 0
mid 3 2 0 2 4
henley 0 0 0 5 3
401100 0 0 0 0 1
2704 0 0 0 0 1
323p 0 0 0 1 0
441836 0 0 0 0 1
23595 0 1 0 0 0
2335000 0 0 0 0 1
legisl 8 19 5 3 3
latter 1 0 3 6 3
dealer 2 7 137 19 8
151 1 2 1 5 27
ernst 0 0 0 1 1
lighten 0 0 1 0 0
loyn 0 0 0 0 1
gone 3 2 5 3 0
9214000 0 0 0 0 2
remarket 0 0 0 1 0
3234000 0 0 0 0 1
control 11 11 19 200 34
dent 0 0 2 0 0
noncurr 0 0 1 0 0
30400 0 0 0 0 1
attend 7 1 10 2 2
hanson 0 0 0 8 0
tenney 0 0 0 0 1
huntington 1 0 0 0 1
ltbasff 0 0 0 0 3
2361 0 0 0 0 1
fiberglass 0 0 0 1 0
2494049 0 0 0 0 1
vikingolj 0 0 0 0 1
292000 0 0 0 1 2
pave 1 0 1 1 0
volkswagen 0 0 1 2 3
3358000 0 0 0 0 1
sprigg 1 0 0 0 0
soviet 9 69 2 2 0
722 0 0 1 0 3
wrongfoot 0 0 1 0 0
9510000 0 0 0 0 1
brush 0 0 0 1 0
1121664 0 0 0 0 1
british 13 12 28 41 24
pekingown 0 0 0 1 0
pennsylvania 1 0 0 9 3
schlecht 0 0 1 0 0
1530000 0 0 0 0 1
1482 0 0 0 0 1
unanim 2 1 1 9 1
2394 0 0 0 0 2
349 0 0 1 1 12
1377 0 2 0 0 1
wallboard 0 0 0 1 0
evolut 1 0 1 0 0
3300000 0 0 0 1 5
983 0 0 0 1 4
1834 1 0 0 1 2
datarex 0 0 0 1 0
223 0 1 0 4 9
2778 0 0 0 1 0
102 5 5 4 3 26
960812 0 0 1 0 0
233600 0 1 0 0 0
6322000 0 0 0 0 1
amin 0 0 0 0 1
translat 0 2 1 2 7
1501 0 0 1 2 4
branpollard 0 1 0 0 0
usuk 0 0 1 0 0
splitdebentur 0 0 0 0 1
diowa 0 1 0 0 0
denial 1 1 1 1 0
droughtthreaten 0 1 0 0 0
7845078842 0 0 1 0 0
1007 0 0 0 0 2
automot 0 0 0 7 12
terrano 0 0 0 0 1
lthome 0 0 0 2 0
ecstat 1 0 0 0 0
phelp 0 0 0 1 1
amp 0 0 0 3 1
eura 0 0 0 1 0
kenan 0 0 0 0 1
unveil 1 0 6 4 0
2152 0 0 0 0 1
ltbcw 0 0 0 1 0
119610 0 1 0 0 0
64000 0 1 0 0 3
worst 3 4 3 0 1
nielsen 1 0 0 0 0
4875000 0 0 0 0 1
trifl 0 1 0 0 0
fnv 0 3 0 0 0
8202000 0 0 0 0 1
johannesburg 0 0 0 2 0
107818 0 0 0 0 1
shadowfax 0 0 0 0 1
reichert 0 0 0 0 1
elex 0 0 0 1 0
4224000 0 0 0 0 1
figueiredo 0 0 2 0 0
1667 1 0 0 0 0
westwood 0 0 0 0 1
6800 0 0 0 0 1
154767 0 0 0 0 1
classif 0 0 0 1 0
1553000 0 0 0 0 2
kingsley 0 1 0 0 0
mcgrath 0 0 0 0 1
841000 0 0 0 0 2
uncollect 0 0 0 1 3
bancair 0 0 1 0 1
alsacienn 0 0 0 1 0
predat 0 0 0 4 0
section 4 4 1 5 4
liner 0 0 0 0 1
298412 0 0 0 0 1
ltncr 0 0 0 0 1
margaux 0 0 0 0 2
noodl 0 0 1 0 0
8866000 0 0 0 0 1
headquart 4 0 0 25 3
plumb 0 0 2 0 0
6332471 0 0 0 1 0
gerard 0 0 0 1 0
2899513 0 0 0 0 1
yeterray 1 0 0 0 0
360537 0 0 0 1 0
advo 0 0 0 0 1
maclain 0 1 0 0 0
balzac 0 0 0 1 0
5132626 0 0 0 0 1
fisher 0 0 0 2 2
2172 0 0 0 0 1
reason 10 14 26 30 18
pneumat 0 0 0 1 1
entiti 2 2 2 20 3
madigan 0 1 0 0 0
exhaust 0 0 0 0 1
28dlrpershar 0 0 0 1 0
anger 1 1 1 1 0
canrad 0 0 0 1 0
arco 2 0 0 3 2
ltintk 0 0 0 0 1
engineeringltcsp 0 0 0 0 1
upon 2 2 4 20 7
nico 0 0 0 0 1
118391 0 0 0 0 1
3175 0 0 0 0 2
texasgulf 0 0 0 0 1
ault 0 0 0 0 1
tacit 0 0 0 1 0
4736692 0 0 0 0 1
962192 0 1 0 0 0
16411000 0 0 0 0 1
8219 0 0 0 0 2
1956and 0 0 0 1 0
ltwarrington 0 0 0 1 0
renounc 0 1 0 0 0
ltscurryrainbow 0 0 0 0 1
516000 0 1 0 0 0
ltjcb 0 0 0 0 1
propsect 0 0 0 2 0
ruputur 1 0 0 0 0
mono 0 0 0 1 0
broadlybas 1 0 0 0 0
4038 0 0 0 1 0
197779 0 0 0 0 1
5919000 0 0 0 0 1
ltforf 0 0 0 2 0
4483047 0 0 0 0 1
moulinex 0 0 0 1 0
60200 0 0 0 0 1
ltmoil 0 0 0 0 1
ugo 0 0 0 1 0
heagerti 0 0 0 1 0
xray 0 0 0 1 1
0051675 0 0 0 0 1
1220000 0 0 0 0 2
7187941 0 0 0 0 2
26900 0 0 0 0 1
set 38 38 97 82 350
mediumpr 0 0 1 0 0
lttxi 0 0 0 0 1
605000 0 0 0 0 1
inadeuq 0 0 0 1 0
megaphon 0 0 0 0 1
manor 0 0 0 0 2
colt 0 0 0 1 0
1497000 0 0 0 0 1
142200 0 0 0 0 1
5106000 0 0 0 0 1
ltnmsct 0 0 0 1 0
ariadn 0 0 0 3 0
bargain 1 0 1 5 1
ltguardian 0 0 0 0 2
4990000 0 0 0 0 1
toyota 0 0 0 3 0
rachman 1 0 0 0 0
incred 0 0 1 0 0
ltpie 0 0 0 18 1
ransom 0 0 0 1 0
ltccimf 0 0 0 1 0
doortodoor 0 0 0 4 0
bulli 0 0 0 1 0
17159000 0 0 0 0 1
788099 0 0 0 0 1
bean 0 6 0 1 0
1497251 0 0 0 0 1
258000 0 0 0 0 2
5202 0 0 0 0 1
ltpeo 0 0 0 0 1
ltfmo 0 0 0 0 1
frist 0 1 0 0 0
b 1 0 0 27 42
2115000 0 0 0 0 2
twin 1 0 0 0 0
737 0 0 0 0 4
929017 0 0 0 0 1
reform 5 4 8 5 9
district 1 1 1 14 2
106780000 0 0 0 0 1
lowel 0 0 0 0 1
chaom 0 0 1 0 0
6614000 0 0 0 0 1
270 0 3 1 2 13
2685 0 0 0 0 1
21390190 0 0 0 0 1
lthrsi 0 0 0 1 0
cs 0 0 0 1 1
6311808 0 0 0 0 1
697p 0 0 0 0 1
combin 6 11 3 82 29
commtron 0 0 0 0 1
ltlner 0 0 0 0 2
16245334 0 0 0 0 1
5940000 0 0 0 0 2
stringent 0 1 2 0 1
25133 1 0 0 0 0
outl 0 0 0 1 0
ltlasr 0 0 0 0 1
valero 0 0 0 1 0
relianc 8 0 2 2 1
morri 0 0 0 3 2
ploy 0 0 0 1 0
stone 0 0 2 3 2
6072000 0 0 0 0 1
0830 0 1 1 0 1
1809 1 0 0 0 0
dmont 0 1 0 0 0
6309000 0 0 0 0 1
ltamdc 0 0 0 1 0
162046ton 2 0 0 0 0
upholst 0 0 0 1 0
12470 0 0 0 0 1
1510515 0 0 1 0 0
1705000 0 0 0 0 1
ltaig 0 0 0 1 2
correl 0 1 0 1 0
deepest 1 0 0 0 0
lthogn 0 0 0 1 0
907 0 0 0 1 0
lifeofcontract 1 0 0 0 0
30002000 0 1 0 0 0
7972000 0 0 0 0 1
pte 0 0 0 1 1
2467000 0 0 0 0 2
thirdquart 0 0 0 0 2
ltxon 14 0 0 3 0
84694 0 0 1 0 0
stavang 0 0 0 1 0
homemad 0 0 0 0 1
1113p 0 0 0 0 1
dna 0 0 0 1 1
comeback 0 0 0 0 1
apparatur 0 0 0 1 0
4911 0 0 0 0 2
margosh 3 0 0 0 0
ltaix 0 0 0 1 0
flexiblil 0 0 1 0 0
325 1 2 0 4 14
kinney 0 0 0 0 1
lthbj 0 0 0 7 1
588 0 0 1 2 3
rebuild 0 1 0 4 0
ohio 2 2 0 24 7
paper 3 8 25 19 11
carver 0 0 0 0 1
selfish 0 1 0 0 0
9560000 0 0 0 0 2
though 10 8 10 7 12
2258341 0 0 0 0 1
92000 0 0 0 0 1
avaq 0 0 0 1 0
2314 0 0 0 0 1
6741 0 0 0 0 1
bumper 0 2 1 0 0
fritolay 0 0 0 0 1
adana 1 0 0 0 0
greenwood 0 0 0 2 0
baldridg 0 0 0 1 0
nonaccru 0 0 0 0 8
unseason 0 1 0 0 0
ltdsn 0 0 0 1 0
ecopetrol 3 0 0 0 0
1466 2 0 2 0 0
foyn 0 1 0 0 0
exchequ 3 1 34 0 0
3950000 0 0 0 0 1
seeq 0 0 0 0 1
antibodi 0 0 0 1 1
degroot 0 0 0 1 0
driftwood 0 0 0 1 0
diari 0 0 0 1 0
hebei 0 3 0 0 0
5384000 0 0 0 0 2
benetton 0 0 0 1 0
backlog 0 0 0 2 25
lttrb 0 0 0 2 0
ltintern 0 0 0 7 2
1712231 0 0 0 0 1
2322000 0 0 0 0 1
ltmila 0 0 0 0 1
202097 0 0 0 0 1
derlan 0 0 0 1 0
ltaog 0 0 0 0 1
ltmonimi 0 0 0 2 0
scuttl 0 0 1 0 0
div 0 0 0 0 511
2350000 0 0 0 0 1
ltcinram 0 0 0 0 1
ltaltex 0 0 0 0 1
4918 1 0 0 1 0
nationwid 3 3 1 3 5
19497000 0 0 0 0 1
winnipeg 0 0 0 1 0
caico 0 0 0 1 0
ws 0 0 0 2 0
8085 1 0 0 0 0
spur 9 0 5 1 0
ltlser 0 0 0 0 1
piedmont 0 0 0 24 2
410p 0 0 0 1 0
3512000 0 0 0 0 1
grandmet 0 0 0 1 0
overpow 0 0 1 0 0
ltwoodco 0 0 0 1 0
breach 2 0 2 5 2
1018000 0 0 0 0 1
lttcat 0 0 0 0 1
mcclain 0 0 0 0 2
ratif 2 0 0 0 0
swain 0 0 0 1 0
belkacem 2 0 0 0 0
unrestrict 0 0 0 0 1
burnup 0 0 0 0 1
mixon 0 0 0 0 1
olson 0 0 0 3 4
ltrav 0 0 0 0 1
hashemi 2 0 0 0 0
4504000 0 0 0 0 1
ltsto 0 0 0 2 1
comtec 0 0 0 1 0
9772 0 0 0 0 1
949650 0 0 0 0 1
2138000 0 1 0 0 2
tool 4 3 0 19 2
ltnoranda 0 0 0 2 0
69829 0 0 0 0 1
departur 0 0 3 1 0
roffman 0 0 0 1 0
supplementari 0 0 0 0 2
597 0 2 1 1 2
26000 1 1 0 0 4
prompt 3 7 6 5 5
xu 0 1 0 0 0
712000 0 0 0 0 1
genuin 0 0 2 0 0
daimlerbenz 0 0 0 0 1
complaint 1 6 1 9 1
burdett 0 0 0 1 0
henceforth 1 0 0 1 0
357 0 0 1 0 6
compens 8 6 1 6 11
2005000 0 0 0 0 1
brother 7 1 8 35 9
superintend 0 0 0 1 0
16627 0 0 0 0 1
390p 0 0 0 1 0
583p 0 0 0 0 1
four 34 37 38 81 212
6623 0 0 0 2 1
1246 0 0 0 0 1
1862 1 0 0 0 2
ltgnva 0 0 0 2 1
ltcaw 0 0 0 11 1
cane 0 4 0 0 0
oilrel 1 0 0 0 1
7169000 0 0 0 0 1
7571000 0 0 0 0 2
lfio 0 0 0 0 1
appeas 0 0 1 0 0
poor 1 12 3 2 13
ltecoa 0 0 0 0 1
4921601 0 0 0 0 1
7997000 0 0 0 0 1
ltlmsdrop 0 0 0 0 1
work 32 22 24 51 31
6479516 0 0 0 0 1
2006000 0 0 0 0 1
triad 0 0 0 1 0
birdair 0 0 0 1 0
khoo 0 0 0 1 0
ltgreen 0 0 0 0 1
4829 0 0 1 0 0
ltaelna 0 0 0 0 1
326 4 0 1 0 12
oneof 0 0 0 0 1
hegemonist 1 0 0 0 0
7294 0 1 0 0 0
wash 0 1 0 4 1
tenneco 4 0 0 2 1
balfour 0 1 0 0 0
smuggl 0 0 1 1 0
forego 0 6 0 0 0
ltkblll 0 0 0 0 1
icch 0 1 0 0 0
3315 0 0 0 0 1
inflationari 0 0 4 0 0
unifast 0 0 0 0 1
mitsubishi 0 1 2 3 2
revolut 1 1 0 0 0
lttrimac 0 0 0 1 2
kompagni 0 0 0 0 1
sprjj 0 0 0 0 1
wheatbean 0 1 0 0 0
prioryear 0 0 0 0 1
933 0 1 0 0 1
potenti 12 9 11 32 11
banist 0 0 0 1 0
unsecur 1 0 0 1 2
benbow 1 0 0 0 0
pointborgwarn 0 0 0 1 0
centron 0 0 0 0 2
7285000 0 0 0 0 1
376470 0 0 0 0 1
inadequ 1 4 1 16 1
ltmct 0 0 0 1 0
825to850 0 0 0 0 1
indebt 0 0 1 0 1
interlak 0 0 0 2 0
warenhandelsgesellschaft 0 0 0 0 1
shape 0 0 3 0 0
5507000 0 0 0 0 1
cox 0 0 0 1 1
ltarbbbr 0 0 0 0 2
hedg 2 1 10 0 4
9370 0 0 0 0 1
1891 0 0 0 0 1
2332 0 0 0 1 1
3002 0 1 0 0 0
mellon 0 0 0 0 4
wb 0 0 0 0 1
300404 0 0 0 0 1
smithklin 0 0 0 0 1
12925 0 1 0 0 0
underton 0 0 2 0 0
nbh 0 0 0 1 0
2487000 0 0 0 0 1
218864 0 0 0 0 1
properli 0 1 0 1 0
6330000 0 0 0 0 1
kapparadi 0 0 0 1 0
locat 5 2 2 27 5
2374p 0 0 0 0 1
4559004 0 0 0 0 1
snp 0 0 0 1 0
impedi 0 1 0 0 0
cypress 0 0 0 1 1
453000 0 0 0 0 3
carburo 0 0 0 1 0
5724000 0 0 0 0 1
12518 0 0 0 0 1
analog 0 0 0 0 1
marketsindustri 0 0 0 0 1
gainer 0 0 0 1 0
autopart 0 0 0 1 0
4572p 0 0 0 0 1
weak 12 2 15 2 25
allison 0 0 0 0 3
whittak 0 0 0 1 3
1518 2 0 0 0 0
industriesltbvi 0 0 0 1 0
2091000 0 0 0 0 2
wale 0 2 0 3 1
656p 0 0 0 0 1
reliabl 0 1 0 0 2
2313 0 1 0 0 0
6788 0 0 0 1 0
ltcbot 0 0 0 0 1
manifram 0 0 0 0 1
32952 1 0 0 0 0
ltanwat 0 0 0 2 0
ltskp 0 0 0 2 0
anova 0 0 0 0 1
multipli 0 0 1 0 0
ecuatoriana 1 0 0 0 0
siddeley 0 0 0 3 1
1621 0 0 0 0 1
amnount 0 0 0 0 1
angelesbas 0 0 0 3 0
ltardna 0 0 0 1 0
aluminimum 0 0 0 0 1
ltthomson 0 0 0 1 0
pretrial 0 0 0 0 1
25028 0 0 0 0 2
2993 0 0 0 2 1
5080000 0 0 0 0 1
particulartli 1 0 0 0 0
metexltmtx 0 0 0 1 0
enviro 0 0 0 1 0
bankcard 0 0 0 0 1
choke 4 0 0 0 0
illustr 0 0 0 0 1
antwerp 1 0 0 0 0
pinola 0 0 0 1 1
108598 0 0 0 0 1
mexican 6 0 0 1 2
518564 0 0 0 0 1
ltpcqt 0 0 0 0 1
37080 0 0 1 0 0
tree 0 0 0 0 2
turn 7 9 9 12 21
92 0 12 0 6 22
6050 0 0 0 2 2
ltseam 0 0 0 0 2
quotat 0 0 0 2 1
4395 0 0 0 0 1
knwo 0 1 0 0 0
notep 0 0 0 0 1
marker 2 0 0 0 0
toiletri 0 0 0 1 0
allsaudi 0 0 0 0 1
33654 0 0 0 0 1
474270 0 0 0 0 1
ltlo 0 0 0 1 0
3376000 0 0 0 0 1
repeat 5 3 15 7 5
forsakr 0 0 0 2 0
hover 0 0 7 0 0
9820000 0 0 0 0 1
ltusvc 0 0 0 0 1
cr 0 0 0 0 2
axp 0 0 0 1 0
ltaarn 0 0 0 0 1
236836 0 1 0 0 0
werehowev 0 0 0 0 1
ltstcmsi 0 0 0 0 1
1743 1 0 0 0 0
492 0 0 0 0 2
5429000 0 0 0 0 3
riyal 4 0 5 0 1
12500000 0 0 0 0 1
grainsoilse 0 3 0 0 0
ge 0 0 0 3 1
lthbw 0 0 0 0 1
pimari 0 0 0 0 1
offhour 1 0 0 0 0
13476 0 0 1 0 0
exchangetrad 0 0 2 0 0
promis 5 6 12 6 0
advertis 0 0 0 19 8
synalloy 0 0 0 1 0
code 5 1 1 2 3
0213 0 0 0 1 0
sandsport 0 0 0 0 1
265 2 3 2 6 13
ltvo 0 0 0 0 1
1604 2 0 0 0 0
thai 0 3 0 1 0
110831000 0 0 0 0 1
5105 0 0 0 0 1
ton 5 8 0 6 2
vain 0 0 3 0 0
aircal 0 0 0 2 0
inconceiv 0 1 0 0 0
inciti 0 0 0 1 0
4313 0 1 0 0 0
analyst 33 19 31 77 79
tigr 0 1 0 0 0
515p 0 0 0 0 1
2371000 0 0 0 0 1
stockssupermarket 0 0 0 1 0
ltcch 0 0 0 1 1
1371000 0 0 0 0 2
cathay 0 0 0 0 8
bic 0 0 0 1 1
9362197 0 0 0 1 0
medtron 0 0 0 0 2
goldcopp 0 0 0 1 0
112713 0 0 0 0 1
fc 0 0 0 3 0
zimmer 0 1 0 1 0
almi 0 0 0 0 1
fshg 0 0 0 0 1
sight 1 0 2 2 2
kiernan 0 0 0 1 0
chacin 1 0 0 0 0
analytichem 0 0 0 1 0
central 13 9 173 21 18
ltsb 0 0 0 5 2
ltnaturalit 0 0 0 1 0
sgsthomson 0 0 0 1 0
dismal 2 1 0 0 0
delectro 0 0 0 2 0
ltciri 0 0 0 0 1
clifford 0 0 0 2 1
7115248 0 0 0 0 1
3152 0 0 0 0 1
moller 0 0 0 2 0
16558 0 1 0 0 0
quist 0 0 0 1 0
lttka 0 0 0 0 2
ltam 0 0 0 0 2
ibrahim 0 0 2 0 0
290 2 3 5 0 9
lthfagf 1 0 0 0 3
2060 0 0 0 0 2
387p 0 0 0 0 1
underutil 0 0 0 1 0
4626000 0 0 0 0 1
21111000 0 0 0 0 1
9918413 0 0 0 0 2
1072 0 0 0 0 1
8225052 0 0 0 0 1
maytag 0 0 0 0 1
cd 0 0 3 0 0
2653646 0 0 0 0 1
select 4 4 2 4 3
cyclic 1 0 0 0 2
dannemey 0 0 0 1 0
ltgnex 0 0 0 0 1
cattl 1 4 0 1 0
hindsight 0 0 1 0 0
27490 0 0 0 0 1
ltstchl 0 0 0 0 3
mutlimod 0 0 0 1 0
outlay 2 5 0 2 1
usuaual 0 1 0 0 0
hovnanian 0 0 0 0 2
bright 1 0 0 0 0
orgin 1 0 0 0 0
cardin 0 0 0 0 1
972935 0 0 0 0 1
1492 0 1 0 0 4
eac 0 0 0 0 2
jasper 0 0 1 0 0
dog 0 0 0 1 0
5p 0 0 0 0 1
intest 0 0 0 1 0
69018 0 0 0 0 1
neighbour 3 0 1 1 0
3035 1 1 0 0 1
8941000 0 0 0 0 2
23250 0 0 0 1 0
alrai 2 0 0 0 0
terrenc 0 0 0 2 0
coppergold 0 0 0 1 0
expiri 0 0 1 0 0
315500 0 1 0 0 0
cameron 1 0 0 0 0
ltlli 0 0 0 2 0
aeg 0 0 0 0 1
schultz 0 2 0 1 0
ltfrdm 0 0 0 1 1
emphasis 0 0 1 0 2
40week 0 0 0 0 1
ltail 0 0 0 1 0
20861000 0 0 0 0 1
8130 0 0 0 0 4
6519473 0 0 0 0 1
skanska 0 0 0 2 0
revit 1 0 0 0 0
yergin 2 0 0 0 0
105 1 6 8 7 59
ltnaftaga 1 0 0 0 0
inconclus 0 0 1 0 0
poolingofinterest 0 0 0 1 0
hillard 0 0 0 4 1
38100000 0 0 0 0 1
7368000 0 0 0 0 1
1124 0 0 0 0 1
8013000 0 0 0 0 2
10798000 0 0 0 0 1
edwin 0 0 0 2 2
ltmcfe 0 0 0 1 0
ltcrmr 0 0 0 0 1
5910000 0 0 0 0 2
524000 0 0 0 0 1
1269000 0 0 0 0 1
642590 0 0 0 0 1
570 0 3 2 0 4
128 0 6 1 8 29
6593 1 0 0 0 0
ltbimd 0 0 0 0 1
trade 43 96 180 111 77
ltacrt 0 0 0 0 1
slide 5 2 15 1 2
underwritten 0 0 0 3 2
8736000 0 0 0 0 1
init 0 1 0 0 0
3mar1987 0 1 0 0 2
justif 2 0 0 0 0
advisori 0 1 0 8 1
refinerown 1 0 0 0 0
5263 0 0 0 0 1
clime 0 0 1 0 0
5738000 0 0 0 0 1
troubl 7 3 4 8 6
held 14 12 24 120 38
salaam 0 1 0 0 0
julyjun 0 3 0 0 0
ltsiemen 0 0 0 2 0
2449 0 0 1 0 1
ltpscx 0 0 0 0 2
got 2 4 3 7 7
diminish 4 2 3 0 1
ltbayri 0 0 0 0 1
ltccr 0 0 0 0 3
2925294 0 0 0 0 1
credibilti 0 0 0 1 0
reintroduc 0 0 3 0 0
veget 0 11 0 1 1
cpc 0 0 0 11 3
81725 0 0 0 0 1
ginsburg 0 0 0 0 1
8600000 0 0 0 0 1
ltatl 0 0 0 1 0
beliv 0 0 0 1 0
ltrsto 0 0 0 0 1
chri 0 0 4 1 0
1078 0 0 6 1 0
benjamin 0 0 0 1 1
inlud 0 0 0 0 1
lthmx 0 0 0 0 1
kid 0 0 0 0 2
831 0 0 0 0 3
2058000 0 0 0 0 1
ltdairi 0 0 0 0 2
1592 1 0 0 0 0
368 0 0 0 0 5
1411000 0 0 0 0 1
jacqu 0 1 3 3 2
lttdd 0 0 0 0 1
8273913 0 0 0 0 1
7775 0 0 0 0 2
4077 0 0 0 0 1
2289 0 0 0 0 1
lthhot 0 0 0 0 1
9202000 0 0 0 0 1
494 0 0 0 2 6
astrotech 0 0 0 1 0
258720 0 0 0 0 1
ltncel 0 0 0 1 1
roderick 0 0 0 1 0
ltmili 0 0 0 1 0
ltsdo 0 0 0 0 1
3191 0 0 0 0 1
thatcher 1 0 5 3 0
108798 0 0 0 0 1
89th 0 0 1 0 0
1555000 0 0 0 0 2
ltmarket 0 0 0 1 0
ltadb 0 0 0 1 1
51000 1 0 0 1 4
mike 0 1 0 2 0
8304 0 0 0 0 1
counselor 0 4 0 0 0
526315 0 0 0 1 0
rescind 0 0 0 8 0
ltcitibank 0 0 0 1 0
577 1 0 0 0 3
422 1 0 0 0 8
1251 0 0 0 0 3
igon 0 0 0 1 0
hugoton 0 0 0 0 1
nashvil 0 0 0 1 0
17946000 0 0 0 0 1
swissair 0 0 0 0 3
savoy 0 0 0 0 1
probablil 0 0 0 0 1
feedgrain 0 22 0 0 0
pine 0 0 0 3 0
9950000 0 0 0 0 2
marvin 0 0 0 3 1
ltwstx 0 0 0 0 1
acreag 4 30 0 2 1
catenari 1 0 0 0 0
swim 0 0 1 1 0
monetari 1 2 89 1 1
soni 0 0 0 0 1
9232000 0 0 0 0 1
graco 0 0 0 0 1
waustralia 0 1 0 0 0
4861 0 1 0 0 0
uniform 0 1 1 2 0
ltdmp 0 0 0 0 5
2158 0 0 0 0 3
kept 7 3 4 1 1
explicit 0 0 1 0 0
align 1 0 4 0 0
2750000 0 0 0 0 1
ltagl 0 0 0 0 2
generalantitrust 0 0 0 1 0
1523000 0 0 0 0 4
tribun 0 4 0 2 0
ltposs 0 0 0 0 1
peninsular 0 0 0 0 2
kaplan 0 0 0 3 0
germin 0 3 0 0 0
frisch 0 0 0 0 1
